"substring(path,33,19)","acordonado","Plataforma","Taco","Hebilla","Tachas","case  
	when bota = 1  then 0
		when deportivo = 1  then 1
		when zapato = 1  then 2
		when sandalia = 1  then 3
	ELSE ''
END"
"054.812346061_2.jpg","1","0","0","0","0","1"
"054.812355128.jpg","1","0","0","0","0","1"
"054.812355128_1.jpg","1","0","0","0","0","1"
"054.812355128_2.jpg","1","0","0","0","0","1"
"054.812356061.jpg","1","0","0","0","0","1"
"054.812356061_1.jpg","1","0","0","0","0","1"
"054.812356061_2.jpg","1","0","0","0","0","1"
"054.812365128.jpg","1","0","0","0","0","1"
"054.812365128_1.jpg","1","0","0","0","0","1"
"054.812365128_2.jpg","1","0","0","0","0","1"
"054.812366061.jpg","1","0","0","0","0","1"
"054.812366061_1.jpg","1","0","0","0","0","1"
"054.812366061_2.jpg","1","0","0","0","0","1"
"054.812375128.jpg","1","0","0","0","0","1"
"054.812375128_1.jpg","1","0","0","0","0","1"
"054.812375128_2.jpg","1","0","0","0","0","1"
"054.812376061.jpg","1","0","0","0","0","1"
"054.812376061_1.jpg","1","0","0","0","0","1"
"054.812376061_2.jpg","1","0","0","0","0","1"
"054.812590117.jpg","1","0","0","0","0","1"
"054.812590117_1.jpg","1","0","0","0","0","1"
"054.812590117_2.jpg","1","0","0","0","0","1"
"054.812592610.jpg","1","0","0","0","0","1"
"054.812592610_1.jpg","1","0","0","0","0","1"
"054.812592610_2.jpg","1","0","0","0","0","1"
"054.812610117.jpg","1","0","0","0","0","1"
"054.812610117_1.jpg","1","0","0","0","0","1"
"054.812610117_2.jpg","1","0","0","0","0","1"
"054.812612610.jpg","1","0","0","0","0","1"
"054.812612610_1.jpg","1","0","0","0","0","1"
"054.812612610_2.jpg","1","0","0","0","0","1"
"054.812660102.jpg","1","0","0","0","0","1"
"054.812660102_1.jpg","1","0","0","0","0","1"
"054.812660102_2.jpg","1","0","0","0","0","1"
"054.812660201.jpg","1","0","0","0","0","1"
"054.812660201_1.jpg","1","0","0","0","0","1"
"054.812660201_2.jpg","1","0","0","0","0","1"
"054.812661701.jpg","1","0","0","0","0","1"
"054.812661701_1.jpg","1","0","0","0","0","1"
"054.812661701_2.jpg","1","0","0","0","0","1"
"054.812661727.jpg","1","0","0","0","0","1"
"054.812661727_1.jpg","1","0","0","0","0","1"
"054.812661727_2.jpg","1","0","0","0","0","1"
"054.812662101.jpg","1","0","0","0","0","1"
"054.812662101_1.jpg","1","0","0","0","0","1"
"054.812662101_2.jpg","1","0","0","0","0","1"
"054.812662171.jpg","1","0","0","0","0","1"
"054.812662171_1.jpg","1","0","0","0","0","1"
"054.812662171_2.jpg","1","0","0","0","0","1"
"054.812662219.jpg","1","0","0","0","0","1"
"054.812662219_1.jpg","1","0","0","0","0","1"
"054.812662219_2.jpg","1","0","0","0","0","1"
"054.812662707.jpg","1","0","0","0","0","1"
"054.812662707_1.jpg","1","0","0","0","0","1"
"054.812662707_2.jpg","1","0","0","0","0","1"
"054.812662890.jpg","1","0","0","0","0","1"
"054.812662890_1.jpg","1","0","0","0","0","1"
"054.812662890_2.jpg","1","0","0","0","0","1"
"054.812669021.jpg","1","0","0","0","0","1"
"054.812669021_1.jpg","1","0","0","0","0","1"
"054.812669021_2.jpg","1","0","0","0","0","1"
"054.812669118.jpg","1","0","0","0","0","1"
"054.812669118_1.jpg","1","0","0","0","0","1"
"054.812669118_2.jpg","1","0","0","0","0","1"
"054.812669266.jpg","1","0","0","0","0","1"
"054.812669266_1.jpg","1","0","0","0","0","1"
"054.812669266_2.jpg","1","0","0","0","0","1"
"054.812670102.jpg","1","0","0","0","0","1"
"054.812670102_1.jpg","1","0","0","0","0","1"
"054.812670102_2.jpg","1","0","0","0","0","1"
"054.812670201.jpg","1","0","0","0","0","1"
"054.812670201_1.jpg","1","0","0","0","0","1"
"054.812670201_2.jpg","1","0","0","0","0","1"
"054.812671601.jpg","1","0","0","0","0","1"
"054.812671701.jpg","1","0","0","0","0","1"
"054.812671701_1.jpg","1","0","0","0","0","1"
"054.812671701_2.jpg","1","0","0","0","0","1"
"054.812671727.jpg","1","0","0","0","0","1"
"054.812671727_1.jpg","1","0","0","0","0","1"
"054.812671727_2.jpg","1","0","0","0","0","1"
"054.812672101.jpg","1","0","0","0","0","1"
"054.812672101_1.jpg","1","0","0","0","0","1"
"054.812672101_2.jpg","1","0","0","0","0","1"
"054.812672171.jpg","1","0","0","0","0","1"
"054.812672171_1.jpg","1","0","0","0","0","1"
"054.812672171_2.jpg","1","0","0","0","0","1"
"054.812672219.jpg","1","0","0","0","0","1"
"054.812672219_1.jpg","1","0","0","0","0","1"
"054.812672219_2.jpg","1","0","0","0","0","1"
"054.812672262.jpg","1","0","0","0","0","1"
"054.812672707.jpg","1","0","0","0","0","1"
"054.812672707_1.jpg","1","0","0","0","0","1"
"054.812672707_2.jpg","1","0","0","0","0","1"
"054.812672890.jpg","1","0","0","0","0","1"
"054.812672890_1.jpg","1","0","0","0","0","1"
"054.812672890_2.jpg","1","0","0","0","0","1"
"054.812676130.jpg","1","0","0","0","0","1"
"054.812676130_1.jpg","1","0","0","0","0","1"
"054.812676130_2.jpg","1","0","0","0","0","1"
"054.812676249.jpg","1","0","0","0","0","1"
"054.812676249_1.jpg","1","0","0","0","0","1"
"054.812676249_2.jpg","1","0","0","0","0","1"
"054.812679021.jpg","1","0","0","0","0","1"
"054.812679021_1.jpg","1","0","0","0","0","1"
"054.812679021_2.jpg","1","0","0","0","0","1"
"054.812679118.jpg","1","0","0","0","0","1"
"054.812679118_1.jpg","1","0","0","0","0","1"
"054.812679118_2.jpg","1","0","0","0","0","1"
"054.812679266.jpg","1","0","0","0","0","1"
"054.812679266_1.jpg","1","0","0","0","0","1"
"054.812679266_2.jpg","1","0","0","0","0","1"
"054.812680102.jpg","1","0","0","0","0","1"
"054.812680102_1.jpg","1","0","0","0","0","1"
"054.812680102_2.jpg","1","0","0","0","0","1"
"054.812680201.jpg","1","0","0","0","0","1"
"054.812680201_1.jpg","1","0","0","0","0","1"
"054.812680201_2.jpg","1","0","0","0","0","1"
"054.812680502.jpg","1","0","0","0","0","1"
"054.812681601.jpg","1","0","0","0","0","1"
"054.812681701.jpg","1","0","0","0","0","1"
"054.812681701_1.jpg","1","0","0","0","0","1"
"054.812681701_2.jpg","1","0","0","0","0","1"
"054.812681727.jpg","1","0","0","0","0","1"
"054.812681727_1.jpg","1","0","0","0","0","1"
"054.812681727_2.jpg","1","0","0","0","0","1"
"054.812682101.jpg","1","0","0","0","0","1"
"054.812682101_1.jpg","1","0","0","0","0","1"
"054.812682101_2.jpg","1","0","0","0","0","1"
"054.812682171.jpg","1","0","0","0","0","1"
"054.812682171_1.jpg","1","0","0","0","0","1"
"054.812682171_2.jpg","1","0","0","0","0","1"
"054.812682219.jpg","1","0","0","0","0","1"
"054.812682219_1.jpg","1","0","0","0","0","1"
"054.812682219_2.jpg","1","0","0","0","0","1"
"054.812682262.jpg","1","0","0","0","0","1"
"054.812682707.jpg","1","0","0","0","0","1"
"054.812682707_1.jpg","1","0","0","0","0","1"
"054.812682707_2.jpg","1","0","0","0","0","1"
"054.812682890.jpg","1","0","0","0","0","1"
"054.812682890_1.jpg","1","0","0","0","0","1"
"054.812682890_2.jpg","1","0","0","0","0","1"
"054.812686695.jpg","1","0","0","0","0","1"
"054.812686695_1.jpg","1","0","0","0","0","1"
"054.812686695_2.jpg","1","0","0","0","0","1"
"054.812689021.jpg","1","0","0","0","0","1"
"054.812689021_1.jpg","1","0","0","0","0","1"
"054.812689021_2.jpg","1","0","0","0","0","1"
"054.812689118.jpg","1","0","0","0","0","1"
"054.812689118_1.jpg","1","0","0","0","0","1"
"054.812689118_2.jpg","1","0","0","0","0","1"
"054.812689266.jpg","1","0","0","0","0","1"
"054.812689266_1.jpg","1","0","0","0","0","1"
"054.812689266_2.jpg","1","0","0","0","0","1"
"054.812690102.jpg","1","0","0","0","0","1"
"054.812690102_1.jpg","1","0","0","0","0","1"
"054.812690102_2.jpg","1","0","0","0","0","1"
"054.812690201.jpg","1","0","0","0","0","1"
"054.812690201_1.jpg","1","0","0","0","0","1"
"054.812690201_2.jpg","1","0","0","0","0","1"
"054.812690502.jpg","1","0","0","0","0","1"
"054.812691447.jpg","1","0","0","0","0","1"
"054.812691447_1.jpg","1","0","0","0","0","1"
"054.812691447_2.jpg","1","0","0","0","0","1"
"054.812691601.jpg","1","0","0","0","0","1"
"054.812691701.jpg","1","0","0","0","0","1"
"054.812691701_1.jpg","1","0","0","0","0","1"
"054.812691701_2.jpg","1","0","0","0","0","1"
"054.812691727.jpg","1","0","0","0","0","1"
"054.812691727_1.jpg","1","0","0","0","0","1"
"054.812691727_2.jpg","1","0","0","0","0","1"
"054.812692090.jpg","1","0","0","0","0","1"
"054.812692090_1.jpg","1","0","0","0","0","1"
"054.812692090_2.jpg","1","0","0","0","0","1"
"054.812692101.jpg","1","0","0","0","0","1"
"054.812692101_1.jpg","1","0","0","0","0","1"
"054.812692101_2.jpg","1","0","0","0","0","1"
"054.812692171.jpg","1","0","0","0","0","1"
"054.812692171_1.jpg","1","0","0","0","0","1"
"054.812692171_2.jpg","1","0","0","0","0","1"
"054.812692219.jpg","1","0","0","0","0","1"
"054.812692219_1.jpg","1","0","0","0","0","1"
"054.812692219_2.jpg","1","0","0","0","0","1"
"054.812692262.jpg","1","0","0","0","0","1"
"054.812692707.jpg","1","0","0","0","0","1"
"054.812692707_1.jpg","1","0","0","0","0","1"
"054.812692707_2.jpg","1","0","0","0","0","1"
"054.812692890.jpg","1","0","0","0","0","1"
"054.812692890_1.jpg","1","0","0","0","0","1"
"054.812692890_2.jpg","1","0","0","0","0","1"
"054.812696130.jpg","1","0","0","0","0","1"
"054.812696130_1.jpg","1","0","0","0","0","1"
"054.812696130_2.jpg","1","0","0","0","0","1"
"054.812696249.jpg","1","0","0","0","0","1"
"054.812696249_1.jpg","1","0","0","0","0","1"
"054.812696249_2.jpg","1","0","0","0","0","1"
"054.812696695.jpg","1","0","0","0","0","1"
"054.812696695_1.jpg","1","0","0","0","0","1"
"054.812696695_2.jpg","1","0","0","0","0","1"
"054.812699021.jpg","1","0","0","0","0","1"
"054.812699021_1.jpg","1","0","0","0","0","1"
"054.812699021_2.jpg","1","0","0","0","0","1"
"054.812699118.jpg","1","0","0","0","0","1"
"054.812699118_1.jpg","1","0","0","0","0","1"
"054.812699118_2.jpg","1","0","0","0","0","1"
"054.812699266.jpg","1","0","0","0","0","1"
"054.812699266_1.jpg","1","0","0","0","0","1"
"054.812699266_2.jpg","1","0","0","0","0","1"
"054.812710102.jpg","1","0","0","0","0","1"
"054.812710102_1.jpg","1","0","0","0","0","1"
"054.812710102_2.jpg","1","0","0","0","0","1"
"054.812710201.jpg","1","0","0","0","0","1"
"054.812710201_1.jpg","1","0","0","0","0","1"
"054.812710201_2.jpg","1","0","0","0","0","1"
"054.812712171.jpg","1","0","0","0","0","1"
"054.812712171_1.jpg","1","0","0","0","0","1"
"054.812712171_2.jpg","1","0","0","0","0","1"
"054.812712262.jpg","1","0","0","0","0","1"
"054.812712707.jpg","1","0","0","0","0","1"
"054.812712707_1.jpg","1","0","0","0","0","1"
"054.812712707_2.jpg","1","0","0","0","0","1"
"054.812712890.jpg","1","0","0","0","0","1"
"054.812712890_1.jpg","1","0","0","0","0","1"
"054.812712890_2.jpg","1","0","0","0","0","1"
"054.812719021.jpg","1","0","0","0","0","1"
"054.812719021_1.jpg","1","0","0","0","0","1"
"054.812719021_2.jpg","1","0","0","0","0","1"
"054.812720102.jpg","1","0","0","0","0","1"
"054.812720102_1.jpg","1","0","0","0","0","1"
"054.812720102_2.jpg","1","0","0","0","0","1"
"054.812720201.jpg","1","0","0","0","0","1"
"054.812720201_1.jpg","1","0","0","0","0","1"
"054.812720201_2.jpg","1","0","0","0","0","1"
"054.812722262.jpg","1","0","0","0","0","1"
"054.812722707.jpg","1","0","0","0","0","1"
"054.812722707_1.jpg","1","0","0","0","0","1"
"054.812722707_2.jpg","1","0","0","0","0","1"
"054.812722890.jpg","1","0","0","0","0","1"
"054.812722890_1.jpg","1","0","0","0","0","1"
"054.812722890_2.jpg","1","0","0","0","0","1"
"054.812729021.jpg","1","0","0","0","0","1"
"054.812729021_1.jpg","1","0","0","0","0","1"
"054.812729021_2.jpg","1","0","0","0","0","1"
"054.812951026.jpg","1","0","0","0","0","1"
"054.812951026_1.jpg","1","0","0","0","0","1"
"054.812951026_2.jpg","1","0","0","0","0","1"
"054.812961026.jpg","1","0","0","0","0","1"
"054.812961026_1.jpg","1","0","0","0","0","1"
"054.812961026_2.jpg","1","0","0","0","0","1"
"054.813479185.jpg","1","0","0","0","0","1"
"054.813590110.jpg","1","0","0","0","0","1"
"054.813590110_1.jpg","1","0","0","0","0","1"
"054.813590110_2.jpg","1","0","0","0","0","1"
"054.813590501.jpg","1","0","0","0","0","1"
"054.813590501_1.jpg","1","0","0","0","0","1"
"054.813590501_2.jpg","1","0","0","0","0","1"
"054.813591129.jpg","1","0","0","0","0","1"
"054.813591129_1.jpg","1","0","0","0","0","1"
"054.813591129_2.jpg","1","0","0","0","0","1"
"054.813592196.jpg","1","0","0","0","0","1"
"054.813592196_1.jpg","1","0","0","0","0","1"
"054.813592196_2.jpg","1","0","0","0","0","1"
"054.813960102.jpg","1","0","0","0","0","1"
"054.813960102_1.jpg","1","0","0","0","0","1"
"054.813960102_2.jpg","1","0","0","0","0","1"
"054.813960201.jpg","1","0","0","0","0","1"
"054.813960201_1.jpg","1","0","0","0","0","1"
"054.813960201_2.jpg","1","0","0","0","0","1"
"054.813967376.jpg","1","0","0","0","0","1"
"054.813967376_1.jpg","1","0","0","0","0","1"
"054.813967376_2.jpg","1","0","0","0","0","1"
"054.813970001.jpg","1","0","0","0","0","1"
"054.813970001_1.jpg","1","0","0","0","0","1"
"054.813970001_2.jpg","1","0","0","0","0","1"
"054.813970102.jpg","1","0","0","0","0","1"
"054.813970102_1.jpg","1","0","0","0","0","1"
"054.813970102_2.jpg","1","0","0","0","0","1"
"054.813970201.jpg","1","0","0","0","0","1"
"054.813970201_1.jpg","1","0","0","0","0","1"
"054.813970201_2.jpg","1","0","0","0","0","1"
"054.813977376.jpg","1","0","0","0","0","1"
"054.813977376_1.jpg","1","0","0","0","0","1"
"054.813977376_2.jpg","1","0","0","0","0","1"
"054.814000102.jpg","1","0","0","0","0","1"
"054.814000102_1.jpg","1","0","0","0","0","1"
"054.814000102_2.jpg","1","0","0","0","0","1"
"054.814000201.jpg","1","0","0","0","0","1"
"054.814000201_1.jpg","1","0","0","0","0","1"
"054.814000201_2.jpg","1","0","0","0","0","1"
"054.814010102.jpg","1","0","0","0","0","1"
"054.814010102_1.jpg","1","0","0","0","0","1"
"054.814010102_2.jpg","1","0","0","0","0","1"
"054.814010201.jpg","1","0","0","0","0","1"
"054.814010201_1.jpg","1","0","0","0","0","1"
"054.814010201_2.jpg","1","0","0","0","0","1"
"054.814030750.jpg","1","0","0","0","0","1"
"054.814030750_1.jpg","1","0","0","0","0","1"
"054.814030750_2.jpg","1","0","0","0","0","1"
"054.814031112.jpg","1","0","0","0","0","1"
"054.814031112_1.jpg","1","0","0","0","0","1"
"054.814031112_2.jpg","1","0","0","0","0","1"
"054.814040750.jpg","1","0","0","0","0","1"
"054.814040750_1.jpg","1","0","0","0","0","1"
"054.814040750_2.jpg","1","0","0","0","0","1"
"054.814041112.jpg","1","0","0","0","0","1"
"054.814041112_1.jpg","1","0","0","0","0","1"
"054.814041112_2.jpg","1","0","0","0","0","1"
"054.814070273.jpg","1","0","0","0","0","1"
"054.814070273_1.jpg","1","0","0","0","0","1"
"054.814070273_2.jpg","1","0","0","0","0","1"
"054.814070750.jpg","1","0","0","0","0","1"
"054.814070750_1.jpg","1","0","0","0","0","1"
"054.814070750_2.jpg","1","0","0","0","0","1"
"054.814071259.jpg","1","0","0","0","0","1"
"054.814071259_1.jpg","1","0","0","0","0","1"
"054.814071259_2.jpg","1","0","0","0","0","1"
"054.814076265.jpg","1","0","0","0","0","1"
"054.814076265_1.jpg","1","0","0","0","0","1"
"054.814076265_2.jpg","1","0","0","0","0","1"
"054.814090273.jpg","1","0","0","0","0","1"
"054.814090273_1.jpg","1","0","0","0","0","1"
"054.814090273_2.jpg","1","0","0","0","0","1"
"054.814090750.jpg","1","0","0","0","0","1"
"054.814090750_1.jpg","1","0","0","0","0","1"
"054.814090750_2.jpg","1","0","0","0","0","1"
"054.814091259.jpg","1","0","0","0","0","1"
"054.814091259_1.jpg","1","0","0","0","0","1"
"054.814091259_2.jpg","1","0","0","0","0","1"
"054.814096265.jpg","1","0","0","0","0","1"
"054.814096265_1.jpg","1","0","0","0","0","1"
"054.814096265_2.jpg","1","0","0","0","0","1"
"054.814700750.jpg","1","0","0","0","0","1"
"054.814700750_1.jpg","1","0","0","0","0","1"
"054.814700750_2.jpg","1","0","0","0","0","1"
"054.814701259.jpg","1","0","0","0","0","1"
"054.814701259_1.jpg","1","0","0","0","0","1"
"054.814701259_2.jpg","1","0","0","0","0","1"
"054.814710750.jpg","1","0","0","0","0","1"
"054.814710750_1.jpg","1","0","0","0","0","1"
"054.814710750_2.jpg","1","0","0","0","0","1"
"054.814711259.jpg","1","0","0","0","0","1"
"054.814711259_1.jpg","1","0","0","0","0","1"
"054.814711259_2.jpg","1","0","0","0","0","1"
"054.820951727.jpg","1","0","0","0","0","1"
"054.820959021.jpg","1","0","0","0","0","1"
"054.820961727.jpg","1","0","0","0","0","1"
"054.820962101.jpg","1","0","0","0","0","1"
"054.820969021.jpg","1","0","0","0","0","1"
"054.828790102.jpg","1","0","0","0","0","1"
"054.828790102_1.jpg","1","0","0","0","0","1"
"054.828790102_2.jpg","1","0","0","0","0","1"
"054.828796294.jpg","1","0","0","0","0","1"
"054.828796294_1.jpg","1","0","0","0","0","1"
"054.828796294_2.jpg","1","0","0","0","0","1"
"057.040460019.jpg","1","0","0","0","0","1"
"057.040460157.jpg","1","0","0","0","0","1"
"057.040460195.jpg","1","0","0","0","0","1"
"057.040480148.jpg","1","0","0","0","0","1"
"057.040480157.jpg","1","0","0","0","0","1"
"057.040481000.jpg","1","0","0","0","0","1"
"057.060010195.jpg","1","0","0","0","0","1"
"057.060011000.jpg","1","0","0","0","0","1"
"057.060011100.jpg","1","0","0","0","0","1"
"057.060019000.jpg","1","0","0","0","0","1"
"057.061530070.jpg","1","0","0","0","0","1"
"057.061530148.jpg","1","0","0","0","0","1"
"057.061531003.jpg","1","0","0","0","0","1"
"057.061641050.jpg","1","0","0","0","0","1"
"057.061642011.jpg","1","0","0","0","0","1"
"057.061642487.jpg","1","0","0","0","0","1"
"057.061650064.jpg","1","0","0","0","0","1"
"057.061650300.jpg","1","0","0","0","0","1"
"057.061651000.jpg","1","0","0","0","0","1"
"057.070100148.jpg","1","0","0","0","0","1"
"057.070100148_1.jpg","1","0","0","0","0","1"
"057.070100148_2.jpg","1","0","0","0","0","1"
"057.070100300.jpg","1","0","0","0","0","1"
"057.070100300_1.jpg","1","0","0","0","0","1"
"057.070100300_2.jpg","1","0","0","0","0","1"
"057.070101000.jpg","1","0","0","0","0","1"
"057.070101000_1.jpg","1","0","0","0","0","1"
"057.070101000_2.jpg","1","0","0","0","0","1"
"057.070150157.jpg","1","0","0","0","0","1"
"057.070150157_1.jpg","1","0","0","0","0","1"
"057.070150157_2.jpg","1","0","0","0","0","1"
"057.070151000.jpg","1","0","0","0","0","1"
"057.070151000_1.jpg","1","0","0","0","0","1"
"057.070151000_2.jpg","1","0","0","0","0","1"
"057.070156219.jpg","1","0","0","0","0","1"
"057.070156219_1.jpg","1","0","0","0","0","1"
"057.070156219_2.jpg","1","0","0","0","0","1"
"057.070470064.jpg","1","0","0","0","0","1"
"057.070470064_1.jpg","1","0","0","0","0","1"
"057.070470064_2.jpg","1","0","0","0","0","1"
"057.070471000.jpg","1","0","0","0","0","1"
"057.070471000_1.jpg","1","0","0","0","0","1"
"057.070471000_2.jpg","1","0","0","0","0","1"
"057.077030178.jpg","1","0","0","0","0","1"
"057.077030178_1.jpg","1","0","0","0","0","1"
"057.077030178_2.jpg","1","0","0","0","0","1"
"057.077031000.jpg","1","0","0","0","0","1"
"057.077031000_1.jpg","1","0","0","0","0","1"
"057.077031000_2.jpg","1","0","0","0","0","1"
"057.082000064.jpg","1","0","0","0","0","1"
"057.082000064_1.jpg","1","0","0","0","0","1"
"057.082000064_2.jpg","1","0","0","0","0","1"
"057.082000148.jpg","1","0","0","0","0","1"
"057.082000148_1.jpg","1","0","0","0","0","1"
"057.082000148_2.jpg","1","0","0","0","0","1"
"057.082001000.jpg","1","0","0","0","0","1"
"057.082001000_1.jpg","1","0","0","0","0","1"
"057.082001000_2.jpg","1","0","0","0","0","1"
"057.FARID1022.jpg","1","0","0","0","0","1"
"057.FARID1022_1.jpg","1","0","0","0","0","1"
"057.FARID1022_2.jpg","1","0","0","0","0","1"
"057.FARID1264.jpg","1","0","0","0","0","1"
"057.FARID1264_1.jpg","1","0","0","0","0","1"
"057.FARID1264_2.jpg","1","0","0","0","0","1"
"057.LEROY0019.jpg","1","0","0","0","0","1"
"057.LEROY0019_1.jpg","1","0","0","0","0","1"
"057.LEROY0019_2.jpg","1","0","0","0","0","1"
"057.LEROY1000.jpg","1","0","0","0","0","1"
"057.LEROY1000_1.jpg","1","0","0","0","0","1"
"057.LEROY1000_2.jpg","1","0","0","0","0","1"
"057.MITCH0157.jpg","1","0","0","0","0","1"
"057.MITCH0157_1.jpg","1","0","0","0","0","1"
"057.MITCH0157_2.jpg","1","0","0","0","0","1"
"057.MITCH1000.jpg","1","0","0","0","0","1"
"057.MITCH1000_1.jpg","1","0","0","0","0","1"
"057.MITCH1000_2.jpg","1","0","0","0","0","1"
"057.N00040064.jpg","1","0","0","0","0","1"
"057.N00040064_1.jpg","1","0","0","0","0","1"
"057.N00040064_2.jpg","1","0","0","0","0","1"
"057.N00041000.jpg","1","0","0","0","0","1"
"057.N00041000_1.jpg","1","0","0","0","0","1"
"057.N00041000_2.jpg","1","0","0","0","0","1"
"057.N00060019.jpg","1","0","0","0","0","1"
"057.N00060019_1.jpg","1","0","0","0","0","1"
"057.N00060019_2.jpg","1","0","0","0","0","1"
"057.N00060195.jpg","1","0","0","0","0","1"
"057.N00060195_1.jpg","1","0","0","0","0","1"
"057.N00060195_2.jpg","1","0","0","0","0","1"
"057.N00061000.jpg","1","0","0","0","0","1"
"057.N00061000_1.jpg","1","0","0","0","0","1"
"057.N00061000_2.jpg","1","0","0","0","0","1"
"057.N00140064.jpg","1","0","0","0","0","1"
